更新时间: 2026-09-24 10:13:15（北京时间）

更新时间,#genre#
CCTV10,http://124.112.241.231:4022/rtp/238.1.78.241:7800$安徽电信11
CCTV10,http://116.2.169.166:4010/rtp/232.0.0.138:1234$辽宁联通11
CCTV10,http://60.4.29.46:8077/rtp/239.253.92.196:6061$河北联通11
CCTV11,http://171.8.138.218:8800/rtp/239.16.20.11:10110$河南电信11
CCTV11,http://115.171.216.32:4000/rtp/225.1.8.73:8120$北京电信11
CCTV11,http://118.248.155.220:8889/udp/239.76.252.251:9000$湖南电信11
CCTV11,http://124.112.241.231:4022/rtp/238.1.78.206:7502$安徽电信11
CCTV11,http://116.2.169.166:4010/rtp/232.0.0.178:1234$辽宁联通11
CCTV11,http://60.4.29.46:8077/rtp/239.253.93.153:6321$河北联通11
CCTV12,http://171.8.138.218:8800/rtp/239.16.20.12:10120$河南电信11
CCTV12,http://115.171.216.32:4000/rtp/225.1.8.12:8124$北京电信11
CCTV12,http://118.248.155.220:8889/udp/239.76.253.162:9000$湖南电信11
CCTV12,http://124.112.241.231:4022/rtp/238.1.78.242:7808$安徽电信11
CCTV12,http://116.2.169.166:4010/rtp/232.0.0.139:1234$辽宁联通11
CCTV12,http://60.4.29.46:8077/rtp/239.253.92.197:6062$河北联通11
CCTV13,http://171.8.138.218:8800/rtp/239.16.20.13:10130$河南电信11
CCTV13,http://115.171.216.32:4000/rtp/225.1.8.168:8130$北京电信11
CCTV13,http://118.248.155.220:8889/udp/239.76.253.93:9000$湖南电信11
CCTV13,http://124.112.241.231:4022/rtp/238.1.79.35:4392$安徽电信11
CCTV13,http://116.2.169.166:4010/rtp/232.0.0.15:1234$辽宁联通11
CCTV13,http://60.4.29.46:8077/rtp/239.253.92.13:8008$河北联通11
CCTV14,http://171.8.138.218:8800/rtp/239.16.20.14:10140$河南电信11
CCTV14,http://115.171.216.32:4000/rtp/225.1.8.14:8132$北京电信11
CCTV14,http://118.248.155.220:8889/udp/239.76.253.164:9000$湖南电信11
CCTV14,http://124.112.241.231:4022/rtp/238.1.78.243:7816$安徽电信11
CCTV14,http://116.2.169.166:4010/rtp/232.0.0.140:1234$辽宁联通11
CCTV14,http://60.4.29.46:8077/rtp/239.253.92.198:6063$河北联通11
CCTV15,http://171.8.138.218:8800/rtp/239.16.20.15:10150$河南电信11
CCTV15,http://115.171.216.32:4000/rtp/225.1.8.74:8136$北京电信11
CCTV15,http://118.248.155.220:8889/udp/239.76.252.252:9000$湖南电信11
CCTV15,http://124.112.241.231:4022/rtp/238.1.78.222:7648$安徽电信11
CCTV15,http://116.2.169.166:4010/rtp/232.0.0.179:1234$辽宁联通11
CCTV15,http://60.4.29.46:8077/rtp/239.253.93.154:6322$河北联通11
CCTV16,http://118.248.155.220:8889/udp/239.76.253.98:9000$湖南电信11
CCTV16,http://116.2.169.166:4010/rtp/232.0.0.182:1234$辽宁联通11
CCTV16,http://171.119.206.133:6000/rtp/226.0.2.169:9264$山西联通11
CCTV16,http://106.59.2.196:55555/rtp/239.200.200.193:8776$云南电信11
CCTV16,http://221.220.129.160:8012/rtp/239.3.1.184:8001$北京联通11
CCTV16,http://118.248.155.220:8889/udp/239.76.253.230:9000$湖南电信12
CCTV17,http://171.8.138.218:8800/rtp/239.16.20.7:10070$河南电信11
CCTV17,http://115.171.216.32:4000/rtp/225.1.8.17:8144$北京电信11
CCTV17,http://118.248.155.220:8889/udp/239.76.252.238:9000$湖南电信11
CCTV17,http://124.112.241.231:4022/rtp/238.1.78.178:7296$安徽电信11
CCTV17,http://116.2.169.166:4010/rtp/232.0.0.230:1234$辽宁联通11
CCTV17,http://60.4.29.46:8077/rtp/239.253.93.150:6318$河北联通11
CCTV4K,http://118.248.155.220:8889/udp/239.76.254.101:9000$湖南电信11
CCTV4K,http://124.112.241.231:4022/rtp/238.1.78.137:6968$安徽电信11
CCTV4K,http://60.4.29.46:8077/rtp/239.253.92.219:6228$河北联通11
CCTV4K,http://106.59.2.196:55555/rtp/239.200.200.202:8784$云南电信11
CCTV4K,http://118.248.155.220:8889/udp/239.76.254.64:9000$湖南电信12
CCTV4K,http://60.4.29.46:8077/rtp/239.253.93.134:6631$河北联通12
兵器科技,http://118.248.155.220:8889/udp/239.76.254.59:9000$湖南电信11
兵器科技,http://124.112.241.231:4022/rtp/238.1.79.56:4584$安徽电信11
兵器科技,http://116.2.169.166:4010/rtp/232.0.0.58:1234$辽宁联通11
兵器科技,http://60.4.29.46:8077/rtp/239.253.93.47:6435$河北联通11
兵器科技,http://171.119.206.133:6000/rtp/226.0.2.223:9696$山西联通11
兵器科技,http://106.59.2.196:55555/rtp/239.200.200.91:8036$云南电信11
风云音乐,http://118.248.155.220:8889/udp/239.76.254.51:9000$湖南电信11
风云音乐,http://124.112.241.231:4022/rtp/238.1.79.64:4648$安徽电信11
风云音乐,http://116.2.169.166:4010/rtp/232.0.0.47:1234$辽宁联通11
风云音乐,http://60.4.29.46:8077/rtp/239.253.93.253:6431$河北联通11
风云音乐,http://171.119.206.133:6000/rtp/226.0.2.220:9672$山西联通11
风云音乐,http://106.59.2.196:55555/rtp/239.200.200.86:8008$云南电信11
风云足球,http://118.248.155.220:8889/udp/239.76.254.52:9000$湖南电信11
风云足球,http://124.112.241.231:4022/rtp/238.1.79.57:4592$安徽电信11
风云足球,http://116.2.169.166:4010/rtp/232.0.0.52:1234$辽宁联通11
风云足球,http://60.4.29.46:8077/rtp/239.253.93.254:6432$河北联通11
风云足球,http://171.119.206.133:6000/rtp/226.0.2.225:9712$山西联通11
风云足球,http://106.59.2.196:55555/rtp/239.200.200.88:8020$云南电信11
风云剧场,http://118.248.155.220:8889/udp/239.76.254.50:9000$湖南电信11
风云剧场,http://124.112.241.231:4022/rtp/238.1.79.62:4632$安徽电信11
风云剧场,http://116.2.169.166:4010/rtp/232.0.0.45:1234$辽宁联通11
风云剧场,http://60.4.29.46:8077/rtp/239.253.93.251:6429$河北联通11
风云剧场,http://171.119.206.133:6000/rtp/226.0.2.227:9728$山西联通11
风云剧场,http://106.59.2.196:55555/rtp/239.200.200.84:8016$云南电信11
怀旧剧场,http://118.248.155.220:8889/udp/239.76.254.53:9000$湖南电信11
怀旧剧场,http://124.112.241.231:4022/rtp/238.1.79.61:4624$安徽电信11
怀旧剧场,http://116.2.169.166:4010/rtp/232.0.0.38:1234$辽宁联通11
怀旧剧场,http://60.4.29.46:8077/rtp/239.253.93.252:6430$河北联通11
怀旧剧场,http://171.119.206.133:6000/rtp/226.0.2.224:9704$山西联通11
怀旧剧场,http://106.59.2.196:55555/rtp/239.200.200.85:8032$云南电信11
第一剧场,http://118.248.155.220:8889/udp/239.76.254.49:9000$湖南电信11
第一剧场,http://124.112.241.231:4022/rtp/238.1.79.63:4640$安徽电信11
第一剧场,http://116.2.169.166:4010/rtp/232.0.0.29:1234$辽宁联通11
第一剧场,http://60.4.29.46:8077/rtp/239.253.93.138:6428$河北联通11
第一剧场,http://171.119.206.133:6000/rtp/226.0.2.221:9680$山西联通11
第一剧场,http://106.59.2.196:55555/rtp/239.200.200.82:8004$云南电信11
女性时尚,http://118.248.155.220:8889/udp/239.76.254.55:9000$湖南电信11
女性时尚,http://124.112.241.231:4022/rtp/238.1.79.55:4576$安徽电信11
女性时尚,http://116.2.169.166:4010/rtp/232.0.0.51:1234$辽宁联通11
女性时尚,http://60.4.29.46:8077/rtp/239.253.92.144:6114$河北联通11
女性时尚,http://171.119.206.133:6000/rtp/226.0.2.226:9720$山西联通11
女性时尚,http://106.59.2.196:55555/rtp/239.200.200.100:8084$云南电信11
世界地理,http://118.248.155.220:8889/udp/239.76.254.57:9000$湖南电信11
世界地理,http://124.112.241.231:4022/rtp/238.1.79.60:4616$安徽电信11
世界地理,http://116.2.169.166:4010/rtp/232.0.0.63:1234$辽宁联通11
世界地理,http://60.4.29.46:8077/rtp/239.253.92.131:6113$河北联通11
世界地理,http://171.119.206.133:6000/rtp/226.0.2.222:9688$山西联通11
世界地理,http://106.59.2.196:55555/rtp/239.200.200.130:8012$云南电信11
央视台球,http://118.248.155.220:8889/udp/239.76.254.58:9000$湖南电信11
央视台球,http://124.112.241.231:4022/rtp/238.1.79.59:4608$安徽电信11
央视台球,http://116.2.169.166:4010/rtp/232.0.0.60:1234$辽宁联通11
央视台球,http://60.4.29.46:8077/rtp/239.253.93.231:6409$河北联通11
央视台球,http://171.119.206.133:6000/rtp/226.0.2.216:9640$山西联通11
央视台球,http://106.59.2.196:55555/rtp/239.200.200.135:8076$云南电信11
高尔夫网球,http://118.248.155.220:8889/udp/239.76.254.62:9000$湖南电信11
高尔夫网球,http://124.112.241.231:4022/rtp/238.1.79.58:4600$安徽电信11
高尔夫网球,http://60.4.29.46:8077/rtp/239.253.93.122:6465$河北联通11
高尔夫网球,http://171.119.206.133:6000/rtp/226.0.2.217:9648$山西联通11
高尔夫网球,http://106.59.2.196:55555/rtp/239.200.200.89:8024$云南电信11
高尔夫网球,http://171.119.206.125:6000/rtp/226.0.2.217:9648$山西联通21
央视文化精品,http://118.248.155.220:8889/udp/239.76.254.56:9000$湖南电信11
央视文化精品,http://124.112.241.231:4022/rtp/238.1.79.54:4568$安徽电信11
央视文化精品,http://116.2.169.166:4010/rtp/232.0.0.56:1234$辽宁联通11
央视文化精品,http://60.4.29.46:8077/rtp/239.253.93.175:6439$河北联通11
央视文化精品,http://171.119.206.133:6000/rtp/226.0.2.219:9664$山西联通11
央视文化精品,http://106.59.2.196:55555/rtp/239.200.200.92:8028$云南电信11
电视指南,http://118.248.155.220:8889/udp/239.76.254.61:9000$湖南电信11
电视指南,http://124.112.241.231:4022/rtp/238.1.79.53:4560$安徽电信11
电视指南,http://60.4.29.46:8077/rtp/239.253.93.249:6427$河北联通11
电视指南,http://171.119.206.133:6000/rtp/226.0.2.218:9656$山西联通11
电视指南,http://106.59.2.196:55555/rtp/239.200.200.83:8000$云南电信11
电视指南,http://171.119.206.125:6000/rtp/226.0.2.218:9656$山西联通21

卫视频道,#genre#
湖南卫视,http://171.8.138.218:8800/rtp/239.16.20.72:10720$河南电信11
湖南卫视,http://115.171.216.32:4000/udp/225.1.8.41:8012$北京电信11
湖南卫视,http://118.248.155.220:8889/udp/239.76.253.101:9000$湖南电信11
湖南卫视,http://124.112.241.231:4022/rtp/238.1.78.160:7152$安徽电信11
湖南卫视,http://116.2.169.166:4010/rtp/232.0.0.115:1234$辽宁联通11
湖南卫视,http://60.4.29.46:8077/rtp/239.253.92.84:8015$河北联通11
浙江卫视,http://171.8.138.218:8800/rtp/239.16.20.71:10710$河南电信11
浙江卫视,http://115.171.216.32:4000/udp/225.1.8.46:8036$北京电信11
浙江卫视,http://118.248.155.220:8889/udp/239.76.253.182:9000$湖南电信11
浙江卫视,http://124.112.241.231:4022/rtp/238.1.78.164:7184$安徽电信11
浙江卫视,http://116.2.169.166:4010/rtp/232.0.0.123:1234$辽宁联通11
浙江卫视,http://60.4.29.46:8077/rtp/239.253.92.90:8020$河北联通11
江苏卫视,http://171.8.138.218:8800/rtp/239.16.20.74:10740$河南电信11
江苏卫视,http://115.171.216.32:4000/udp/225.1.8.44:8028$北京电信11
江苏卫视,http://118.248.155.220:8889/udp/239.76.253.181:9000$湖南电信11
江苏卫视,http://124.112.241.231:4022/rtp/238.1.78.165:7192$安徽电信11
江苏卫视,http://116.2.169.166:4010/rtp/232.0.0.116:1234$辽宁联通11
江苏卫视,http://60.4.29.46:8077/rtp/239.253.92.88:8018$河北联通11
东方卫视,http://171.8.138.218:8800/rtp/239.16.20.73:10730$河南电信11
东方卫视,http://115.171.216.32:4000/udp/225.1.8.45:8032$北京电信11
东方卫视,http://118.248.155.220:8889/udp/239.76.253.186:9000$湖南电信11
东方卫视,http://124.112.241.231:4022/rtp/238.1.78.163:7176$安徽电信11
东方卫视,http://116.2.169.166:4010/rtp/232.0.0.122:1234$辽宁联通11
东方卫视,http://60.4.29.46:8077/rtp/239.253.92.89:8019$河北联通11
深圳卫视,http://171.8.138.218:8800/rtp/239.16.20.77:10770$河南电信11
深圳卫视,http://115.171.216.32:4000/udp/225.1.8.43:8020$北京电信11
深圳卫视,http://118.248.155.220:8889/udp/239.76.253.188:9000$湖南电信11
深圳卫视,http://124.112.241.231:4022/rtp/238.1.78.156:7120$安徽电信11
深圳卫视,http://116.2.169.166:4010/rtp/232.0.0.110:1234$辽宁联通11
深圳卫视,http://60.4.29.46:8077/rtp/239.253.92.86:8017$河北联通11
北京卫视,http://171.8.138.218:8800/rtp/239.16.20.76:10760$河南电信11
北京卫视,http://115.171.216.32:4000/rtp/225.1.8.21:8002$北京电信11
北京卫视,http://118.248.155.220:8889/udp/239.76.253.184:9000$湖南电信11
北京卫视,http://124.112.241.231:4022/rtp/238.1.78.162:7168$安徽电信11
北京卫视,http://116.2.169.166:4010/rtp/232.0.0.117:1234$辽宁联通11
北京卫视,http://60.4.29.46:8077/rtp/239.253.92.87:8014$河北联通11
广东卫视,http://171.8.138.218:8800/rtp/239.16.20.98:10980$河南电信11
广东卫视,http://115.171.216.32:4000/udp/225.1.8.49:8048$北京电信11
广东卫视,http://118.248.155.220:8889/udp/239.76.252.189:9000$湖南电信11
广东卫视,http://124.112.241.231:4022/rtp/238.1.78.161:7160$安徽电信11
广东卫视,http://116.2.169.166:4010/rtp/232.0.0.130:1234$辽宁联通11
广东卫视,http://60.4.29.46:8077/rtp/239.253.92.206:8108$河北联通11
广西卫视,http://171.8.138.218:8800/rtp/239.16.20.84:10840$河南电信11
广西卫视,http://115.171.216.32:4000/rtp/225.1.8.152:8300$北京电信11
广西卫视,http://118.248.155.220:8889/udp/239.76.254.54:9000$湖南电信11
广西卫视,http://124.112.241.231:4022/rtp/238.1.78.70:6432$安徽电信11
广西卫视,http://116.2.169.166:4010/rtp/232.0.0.76:1234$辽宁联通11
广西卫视,http://60.4.29.46:8077/rtp/239.253.92.76:8043$河北联通11
东南卫视,http://171.8.138.218:8800/rtp/239.16.20.82:10820$河南电信11
东南卫视,http://115.171.216.32:4000/udp/225.1.8.79:8148$北京电信11
东南卫视,http://118.248.155.220:8889/udp/239.76.252.190:9000$湖南电信11
东南卫视,http://124.112.241.231:4022/rtp/238.1.78.22:6104$安徽电信11
东南卫视,http://116.2.169.166:4010/rtp/232.0.0.74:1234$辽宁联通11
东南卫视,http://60.4.29.46:8077/rtp/239.253.92.201:6146$河北联通11
海南卫视,http://171.8.138.218:8800/rtp/239.16.20.97:10970$河南电信11
海南卫视,http://115.171.216.32:4000/rtp/225.1.8.158:8304$北京电信11
海南卫视,http://118.248.155.220:8889/udp/239.76.253.203:9000$湖南电信11
海南卫视,http://124.112.241.231:4022/rtp/238.1.79.49:4504$安徽电信11
海南卫视,http://116.2.169.166:4010/rtp/232.0.0.26:1234$辽宁联通11
海南卫视,http://60.4.29.46:8077/rtp/239.253.93.155:6323$河北联通11
河北卫视,http://171.8.138.218:8800/rtp/239.16.20.88:10880$河南电信11
河北卫视,http://115.171.216.32:4000/udp/225.1.8.76:8002$北京电信11
河北卫视,http://118.248.155.220:8889/udp/239.76.252.199:9000$湖南电信11
河北卫视,http://124.112.241.231:4022/rtp/238.1.78.245:7832$安徽电信11
河北卫视,http://116.2.169.166:4010/rtp/232.0.0.49:1234$辽宁联通11
河北卫视,http://60.4.29.46:8077/rtp/239.253.92.154:6011$河北联通11
河南卫视,http://171.8.138.218:8800/rtp/239.16.20.21:10210$河南电信11
河南卫视,http://115.171.216.32:4000/rtp/225.1.8.140:8128$北京电信11
河南卫视,http://118.248.155.220:8889/udp/239.76.253.202:9000$湖南电信11
河南卫视,http://124.112.241.231:4022/rtp/238.1.79.65:4632$安徽电信11
河南卫视,http://116.2.169.166:4010/rtp/232.0.0.80:1234$辽宁联通11
河南卫视,http://60.4.29.46:8077/rtp/239.253.92.137:6144$河北联通11
湖北卫视,http://171.8.138.218:8800/rtp/239.16.20.87:10870$河南电信11
湖北卫视,http://115.171.216.32:4000/udp/225.1.8.47:8044$北京电信11
湖北卫视,http://118.248.155.220:8889/udp/239.76.253.193:9000$湖南电信11
湖北卫视,http://124.112.241.231:4022/rtp/238.1.78.168:7216$安徽电信11
湖北卫视,http://116.2.169.166:4010/rtp/232.0.0.124:1234$辽宁联通11
湖北卫视,http://60.4.29.46:8077/rtp/239.253.92.210:6567$河北联通11
江西卫视,http://171.8.138.218:8800/rtp/239.16.20.89:10890$河南电信11
江西卫视,http://115.171.216.32:4000/udp/225.1.8.171:8166$北京电信11
江西卫视,http://118.248.155.220:8889/udp/239.76.252.225:9000$湖南电信11
江西卫视,http://124.112.241.231:4022/rtp/238.1.78.26:6136$安徽电信11
江西卫视,http://116.2.169.166:4010/rtp/232.0.0.82:1234$辽宁联通11
江西卫视,http://60.4.29.46:8077/rtp/239.253.92.19:6145$河北联通11
四川卫视,http://171.8.138.218:8800/rtp/239.16.20.86:10860$河南电信11
四川卫视,http://115.171.216.32:4000/rtp/225.1.8.142:8288$北京电信11
四川卫视,http://118.248.155.220:8889/udp/239.76.253.91:9000$湖南电信11
四川卫视,http://124.112.241.231:4022/rtp/238.1.78.30:6168$安徽电信11
四川卫视,http://116.2.169.166:4010/rtp/232.0.0.185:1234$辽宁联通11
四川卫视,http://60.4.29.46:8077/rtp/239.253.92.16:6043$河北联通11
重庆卫视,http://171.8.138.218:8800/rtp/239.16.20.79:10790$河南电信11
重庆卫视,http://115.171.216.32:4000/udp/225.1.8.172:8162$北京电信11
重庆卫视,http://118.248.155.220:8889/udp/239.76.253.92:9000$湖南电信11
重庆卫视,http://124.112.241.231:4022/rtp/238.1.78.31:6176$安徽电信11
重庆卫视,http://116.2.169.166:4010/rtp/232.0.0.186:1234$辽宁联通11
重庆卫视,http://60.4.29.46:8077/rtp/239.253.92.10:6053$河北联通11
贵州卫视,http://171.8.138.218:8800/rtp/239.16.20.81:10810$河南电信11
贵州卫视,http://115.171.216.32:4000/udp/225.1.8.77:8076$北京电信11
贵州卫视,http://118.248.155.220:8889/udp/239.76.252.198:9000$湖南电信11
贵州卫视,http://124.112.241.231:4022/rtp/238.1.78.244:7824$安徽电信11
贵州卫视,http://116.2.169.166:4010/rtp/232.0.0.181:1234$辽宁联通11
贵州卫视,http://60.4.29.46:8077/rtp/239.253.92.105:6055$河北联通11
云南卫视,http://171.8.138.218:8800/rtp/239.16.20.85:10850$河南电信11
云南卫视,http://115.171.216.32:4000/rtp/225.1.8.139:8108$北京电信11
云南卫视,http://118.248.155.220:8889/udp/239.76.254.60:9000$湖南电信11
云南卫视,http://124.112.241.231:4022/rtp/238.1.78.89:6584$安徽电信11
云南卫视,http://116.2.169.166:4010/rtp/232.0.0.40:1234$辽宁联通11
云南卫视,http://106.59.2.196:55555/rtp/239.200.200.145:8840$云南电信11
天津卫视,http://171.8.138.218:8800/rtp/239.16.20.96:10960$河南电信11
天津卫视,http://115.171.216.32:4000/udp/225.1.8.48:8044$北京电信11
天津卫视,http://118.248.155.220:8889/udp/239.76.253.185:9000$湖南电信11
天津卫视,http://124.112.241.231:4022/rtp/238.1.78.20:6088$安徽电信11
天津卫视,http://116.2.169.166:4010/rtp/232.0.0.125:1234$辽宁联通11
天津卫视,http://60.4.29.46:8077/rtp/239.253.92.91:8021$河北联通11
安徽卫视,http://171.8.138.218:8800/rtp/239.16.20.75:10750$河南电信11
安徽卫视,http://115.171.216.32:4000/udp/225.1.8.52:8064$北京电信11
安徽卫视,http://118.248.155.220:8889/udp/239.76.252.196:9000$湖南电信11
安徽卫视,http://124.112.241.231:4022/rtp/238.1.79.27:4328$安徽电信11
安徽卫视,http://116.2.169.166:4010/rtp/232.0.0.141:1234$辽宁联通11
安徽卫视,http://60.4.29.46:8077/rtp/239.253.92.209:6566$河北联通11
山东卫视,http://171.8.138.218:8800/rtp/239.16.20.80:10800$河南电信11
山东卫视,http://115.171.216.32:4000/udp/225.1.8.50:8052$北京电信11
山东卫视,http://118.248.155.220:8889/udp/239.76.253.195:9000$湖南电信11
山东卫视,http://124.112.241.231:4022/rtp/238.1.78.169:7224$安徽电信11
山东卫视,http://116.2.169.166:4010/rtp/232.0.0.131:1234$辽宁联通11
山东卫视,http://60.4.29.46:8077/rtp/239.253.92.207:8109$河北联通11
辽宁卫视,http://171.8.138.218:8800/rtp/239.16.20.95:10950$河南电信11
辽宁卫视,http://115.171.216.32:4000/udp/225.1.8.51:8056$北京电信11
辽宁卫视,http://118.248.155.220:8889/udp/239.76.252.197:9000$湖南电信11
辽宁卫视,http://124.112.241.231:4022/rtp/238.1.78.21:6096$安徽电信11
辽宁卫视,http://116.2.169.166:4010/rtp/232.0.0.126:1234$辽宁联通11
辽宁卫视,http://60.4.29.46:8077/rtp/239.253.92.115:6056$河北联通11
黑龙江卫视,http://171.8.138.218:8800/rtp/239.16.20.99:10990$河南电信11
黑龙江卫视,http://115.171.216.32:4000/udp/225.1.8.42:8016$北京电信11
黑龙江卫视,http://118.248.155.220:8889/udp/239.76.253.200:9000$湖南电信11
黑龙江卫视,http://124.112.241.231:4022/rtp/238.1.78.159:7144$安徽电信11
黑龙江卫视,http://116.2.169.166:4010/rtp/232.0.0.95:1234$辽宁联通11
黑龙江卫视,http://60.4.29.46:8077/rtp/239.253.92.85:8016$河北联通11
吉林卫视,http://171.8.138.218:8800/rtp/239.16.20.94:10940$河南电信11
吉林卫视,http://115.171.216.32:4000/rtp/225.1.8.153:8200$北京电信11
吉林卫视,http://118.248.155.220:8889/udp/239.76.253.201:9000$湖南电信11
